"","WoSitnu","WoOppnu","WoLastnu","WoGemstu","Reistijd","Tevreden","Toelicht","Verhuisplan","VMsituatie","VMprijs","VMcampus","VMcentrum","VMhuisgenot","VMverplicht","VMander","WoOppwens","WoLastwens","Omgeveilig","Omgegroen","Omgebalkon","Omgeparking","OmgeOV","OmgeCentr","OmgeHAN","Woonbeeld1","Woonbeeld2","Woonbeeld3","Woonbeeld4","Woonbeeld5","Geslacht","Gebjaar","Inkomen","Opleiding","Opmerkingen","filter_."
"141","Bij ouders",NA,NA,"nee","10-20 min.",10,"Ik heb het prima naar mijn zin en wil voorlopig ook nog niet weg.                                                                                                                                                                                         ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,60,120,"belangrijk","belangrijk","zeer belangrijk","belangrijk","onbelangrijk","neutraal","onbelangrijk","past helemaal niet","past helemaal niet","past helemaal niet","past helemaal niet","past helemaal niet","man",1996,700,"Facility Management","-                                                                                                                                                                                                                                                         ","Selected"
"142","Bij ouders",NA,NA,"nee","41-60 min.",10,"                                                                                                                                                                                                                                                          ","ja, zeer korte termijn","0","0","0","0","0","0","wel",50,700,"belangrijk","belangrijk","onbelangrijk","neutraal","belangrijk","belangrijk","onbelangrijk","past niet","past helemaal niet","past volledig","past helemaal niet","past helemaal niet","man",1994,900,"Facility Management","Ja, er is mij geleerd dat je geen bereken vragen in een enquête moet zetten echter vind ik er toch een stuk of 6, frapant.                                                                                                                               ","Selected"
"143","Bij ouders",NA,NA,"nee","21-40 min.",8,"                                                                                                                                                                                                                                                          ","ja, over een  half jaar tot een jaar","wel","0","wel","wel","0","0","0",40,400,"neutraal","belangrijk","belangrijk","neutraal","zeer belangrijk","zeer belangrijk","belangrijk","past enigszins","past helemaal niet","past volledig","past niet","past enigszins","man",1993,1000,"Bedrijfskunde /MER","                                                                                                                                                                                                                                                          ","Selected"
"144","Bij ouders",NA,NA,"nee","21-40 min.",10,"Woonachtig in een groot huis plek voor iedereen.                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,NA,400,"neutraal","belangrijk","belangrijk","belangrijk","belangrijk","belangrijk","neutraal","past enigszins","past helemaal niet","past helemaal niet","past helemaal niet","past enigszins","man",1992,1400,"Human Resource Management","nope.                                                                                                                                                                                                                                                     ","Selected"
"145","Bij ouders",NA,NA,"nee","21-40 min.",8,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,25,550,"neutraal","neutraal","belangrijk","belangrijk","belangrijk","belangrijk","neutraal","past helemaal niet","past helemaal niet","past wel","past helemaal niet","past helemaal niet","man",1994,1500,"Bedrijfskunde /MER","                                                                                                                                                                                                                                                          ","Selected"
"146","Bij ouders",NA,500,"nee","61-90 min.",8,"Bevalt nog altijd goed thuis wonen                                                                                                                                                                                                                        ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,20,400,"belangrijk","belangrijk","zeer belangrijk","belangrijk","belangrijk","belangrijk","zeer belangrijk","past wel","past wel","past enigszins","past niet","past enigszins","man",1998,230,"Logistiek","                                                                                                                                                                                                                                                          ","Selected"
"147","Bij ouders",4,NA,"nee","61-90 min.",7,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,8,600,"belangrijk","neutraal","belangrijk","neutraal","belangrijk","neutraal","neutraal","past niet","past enigszins","past wel","past niet","past enigszins","man",1998,400,"Facility Management","Nee                                                                                                                                                                                                                                                       ","Selected"
"148","Bij ouders",5,NA,"nee","langer dan 90 min.",8,"                                                                                                                                                                                                                                                          ","weet ik  (nog)  niet",NA,NA,NA,NA,NA,NA,NA,5,260,"zeer belangrijk","zeer belangrijk","zeer belangrijk","zeer belangrijk","zeer belangrijk","zeer belangrijk","zeer belangrijk","past helemaal niet","past enigszins","past enigszins","past volledig","past enigszins","man",1997,250,"Bedrijfskunde /MER","Nee                                                                                                                                                                                                                                                       ","Selected"
"149","Bij ouders",6,NA,"nee","41-60 min.",6,"kost niks maar niet ideaal                                                                                                                                                                                                                                ","ja, over meer dan 1 jaar","wel","0","wel","wel","wel","0","0",8,300,"belangrijk","onbelangrijk","onbelangrijk","neutraal","zeer belangrijk","belangrijk","belangrijk","past wel","past wel","past enigszins","past enigszins","past niet","man",1996,150,"Human Resource Management","nee                                                                                                                                                                                                                                                       ","Selected"
"150","Bij ouders",6,NA,"nee","langer dan 90 min.",8,"ik woon bij mijn ouders, dus dat is gewoon fijn                                                                                                                                                                                                           ","ja, over meer dan 1 jaar","wel","0","0","wel","wel","0","0",20,600,"belangrijk","neutraal","onbelangrijk","neutraal","zeer belangrijk","belangrijk","onbelangrijk","past niet","past niet","past wel","past niet","past niet","man",1997,500,"Human Resource Management","                                                                                                                                                                                                                                                          ","Selected"
"151","Bij ouders",7,NA,"nee","61-90 min.",8,"Lekker makkelijk. Maar keer op mezelf is ook niet erg uiteraard.                                                                                                                                                                                          ","ja, over een  half jaar tot een jaar","wel","0","0","0","0","0","0",40,600,"zeer belangrijk","neutraal","zeer belangrijk","zeer belangrijk","belangrijk","belangrijk","onbelangrijk","past enigszins","past helemaal niet","past enigszins","past enigszins","past wel","man",1992,800,"Human Resource Management","Neen                                                                                                                                                                                                                                                      ","Selected"
"152","Bij ouders",7,NA,"nee","61-90 min.",7,"                                                                                                                                                                                                                                                          ","ja, over een  half jaar tot een jaar","wel","0","wel","wel","wel","0","0",12,270,"neutraal","neutraal","belangrijk","neutraal","zeer belangrijk","neutraal","neutraal","past enigszins","past niet","past helemaal niet","past niet","past wel","man",1995,850,"Human Resource Management","leuke enquête, gaf veel inkijk op mogelijkheden                                                                                                                                                                                                          ","Selected"
"153","Bij ouders",8,NA,"nee","61-90 min.",10,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,8,300,"belangrijk","neutraal","neutraal","belangrijk","zeer belangrijk","neutraal","neutraal","past enigszins","past niet","past wel","past enigszins","past helemaal niet","man",1997,700,"Logistiek","                                                                                                                                                                                                                                                          ","Selected"
"154","Bij ouders",8,100,"nee","61-90 min.",7,"                                                                                                                                                                                                                                                          ","ja, over meer dan 1 jaar","wel","wel","wel","wel","wel","0","0",16,250,"zeer belangrijk","neutraal","neutraal","neutraal","zeer belangrijk","belangrijk","belangrijk","past enigszins","past niet","past wel","past niet","past wel","man",1998,900,"Human Resource Management","                                                                                                                                                                                                                                                          ","Selected"
"155","Bij ouders",9,NA,"nee","langer dan 90 min.",8,"Er wordt thuis goed voor mij gezorgd , maar het is wel behoorlijk ver van de opleiding.                                                                                                                                                                   ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,10,NA,"belangrijk","neutraal","neutraal","belangrijk","zeer belangrijk","neutraal","belangrijk","past wel","past niet","past niet","past helemaal niet","past enigszins","man",1998,120,"Logistiek","Goede enquête, kort en niet alles was verplicht wel goede vragen passend bij student.                                                                                                                                                                    ",NA
"156","Bij ouders",10,NA,"nee","21-40 min.",10,"Woon prima thuis bij me ouders                                                                                                                                                                                                                            ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,20,300,"zeer belangrijk","neutraal","neutraal","belangrijk","zeer belangrijk","zeer belangrijk","neutraal","past wel","past enigszins","past volledig","past enigszins","past wel","man",1998,100,"Bedrijfskunde /MER","Nee                                                                                                                                                                                                                                                       ","Selected"
"157","Bij ouders",10,NA,"nee","41-60 min.",8,"                                                                                                                                                                                                                                                          ","ja, over een  half jaar tot een jaar","wel","0","wel","wel","wel","0","0",15,400,"neutraal","neutraal","zeer belangrijk","onbelangrijk","zeer belangrijk","belangrijk","neutraal","past wel","past enigszins","past enigszins","past enigszins","past wel","man",1996,150,"Bedrijfskunde /MER","                                                                                                                                                                                                                                                          ","Selected"
"158","Bij ouders",10,NA,"nee","21-40 min.",9,"Goed geregeld                                                                                                                                                                                                                                             ","weet ik  (nog)  niet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zeer belangrijk","neutraal","belangrijk","belangrijk","belangrijk","neutraal","onbelangrijk","past wel","past enigszins","past wel","past wel","past enigszins","man",1997,200,"Logistiek","                                                                                                                                                                                                                                                          ",NA
"159","Bij ouders",10,NA,"nee","61-90 min.",8,"Woon thuis prima, maar toch is de afstand wel een puntje.                                                                                                                                                                                                 ","weet ik  (nog)  niet",NA,NA,NA,NA,NA,NA,NA,15,400,"neutraal","neutraal","belangrijk","neutraal","belangrijk","zeer belangrijk","belangrijk","past wel","past enigszins","past enigszins","past niet","past enigszins","man",1997,250,"Facility Management","                                                                                                                                                                                                                                                          ","Selected"
"160","Bij ouders",10,NA,"nee","41-60 min.",8,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,16,100,"belangrijk","neutraal","belangrijk","zeer belangrijk","belangrijk","neutraal","neutraal","past wel","past wel","past enigszins","past enigszins","past enigszins","man",1996,280,"Bedrijfskunde /MER","nee                                                                                                                                                                                                                                                       ","Selected"
"161","Bij ouders",10,NA,"nee","10-20 min.",10,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,20,500,"belangrijk","neutraal","neutraal","neutraal","belangrijk","neutraal","neutraal","past wel","past helemaal niet","past volledig","past helemaal niet","past helemaal niet","man",1995,500,"Facility Management","                                                                                                                                                                                                                                                          ","Selected"
"162","Bij ouders",10,NA,"nee","61-90 min.",9,"                                                                                                                                                                                                                                                          ","weet ik  (nog)  niet",NA,NA,NA,NA,NA,NA,NA,12,420,"belangrijk","onbelangrijk","onbelangrijk","onbelangrijk","zeer belangrijk","belangrijk","belangrijk","past niet","past wel","past niet","past wel","past wel","man",1997,900,"Logistiek","NEE                                                                                                                                                                                                                                                       ","Selected"
"163","Bij ouders",11,NA,"nee","61-90 min.",7,"ik heb een beetje een aparte kamer waardoor de manier waarop je de kamer kunt indelen wat betreft meubels vrij beperkt is                                                                                                                                 ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,16,800,"belangrijk","neutraal","neutraal","neutraal","belangrijk","neutraal","onbelangrijk","past niet","past niet","past volledig","past helemaal niet","past helemaal niet","man",1996,300,"Logistiek","Niet echt van toepassing voor mij omdat ik voorlopig nog niet van plan ben om op mezelf te gaan wonen                                                                                                                                                     ","Selected"
"164","Bij ouders",12,NA,"nee","21-40 min.",7,"                                                                                                                                                                                                                                                          ","weet ik  (nog)  niet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"belangrijk","neutraal","neutraal","neutraal","neutraal","neutraal","neutraal","past enigszins","past niet","past enigszins","past enigszins","past helemaal niet","man",1998,100,"Logistiek","                                                                                                                                                                                                                                                          ",NA
"165","Bij ouders",12,NA,"nee","langer dan 90 min.",8,"Ik hoef weinig te doen thuis                                                                                                                                                                                                                              ","ja, over een  half jaar tot een jaar","0","0","wel","wel","0","0","0",10,375,"belangrijk","neutraal","onbelangrijk","neutraal","belangrijk","belangrijk","onbelangrijk","past wel","past enigszins","past helemaal niet","past niet","past enigszins","man",1997,250,"Facility Management","                                                                                                                                                                                                                                                          ","Selected"
"166","Bij ouders",12,NA,"nee","21-40 min.",10,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,20,350,"belangrijk","neutraal","belangrijk","zeer belangrijk","zeer belangrijk","zeer belangrijk","belangrijk","past volledig","past niet","past enigszins","past niet","past niet","man",1996,350,"Facility Management","nee                                                                                                                                                                                                                                                       ","Selected"
"167","Bij ouders",12,NA,"nee","41-60 min.",8,"ik zit nog wel goed thuis, heb zelf een auto om naar school te rijden                                                                                                                                                                                     ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,20,400,"neutraal","zeer onbelangrijk","neutraal","zeer belangrijk","onbelangrijk","onbelangrijk","onbelangrijk","past niet","past enigszins","past wel","past niet","past wel","man",1996,400,"Logistiek","                                                                                                                                                                                                                                                          ","Selected"
"168","Bij ouders",12,NA,"nee","21-40 min.",8,"                                                                                                                                                                                                                                                          ","ja, over een  half jaar tot een jaar","wel","0","wel","wel","0","0","0",20,600,"belangrijk","belangrijk","neutraal","neutraal","belangrijk","belangrijk","neutraal","past wel","past niet","past volledig","past helemaal niet","past niet","man",1997,450,"Bedrijfskunde /MER","                                                                                                                                                                                                                                                          ","Selected"
"169","Bij ouders",12,NA,"nee","langer dan 90 min.",8,"                                                                                                                                                                                                                                                          ","ja, over een  half jaar tot een jaar","wel","0","wel","wel","0","0","0",16,400,"belangrijk","neutraal","onbelangrijk","onbelangrijk","zeer belangrijk","neutraal","neutraal","past volledig","past enigszins","past wel","past helemaal niet","past enigszins","man",1994,550,"Facility Management","nee                                                                                                                                                                                                                                                       ","Selected"
"170","Bij ouders",12,NA,"nee","21-40 min.",8,"Eten wordt voor mij gemaakt.                                                                                                                                                                                                                              ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,12,400,"belangrijk","belangrijk","neutraal","zeer belangrijk","belangrijk","neutraal","belangrijk","past wel","past enigszins","past enigszins","past niet","past enigszins","man",1995,560,"Bedrijfskunde /MER","nee                                                                                                                                                                                                                                                       ","Selected"
"171","Bij ouders",12,NA,"nee","61-90 min.",5,"                                                                                                                                                                                                                                                          ","ja, binnen half jaar","wel","0","0","wel","0","0","0",10,370,"neutraal","neutraal","neutraal","onbelangrijk","belangrijk","zeer belangrijk","neutraal","past niet","past enigszins","past niet","past helemaal niet","past volledig","man",1997,700,"Bedrijfskunde /MER","                                                                                                                                                                                                                                                          ","Selected"
"172","Bij ouders",12,NA,"nee","61-90 min.",7,"                                                                                                                                                                                                                                                          ","ja, binnen half jaar","wel","0","wel","wel","wel","0","wel",14,350,"onbelangrijk","onbelangrijk","zeer belangrijk","zeer belangrijk","zeer belangrijk","zeer belangrijk","neutraal","past wel","past enigszins","past enigszins","past niet","past wel","man",1994,800,"Facility Management","                                                                                                                                                                                                                                                          ","Selected"
"173","Bij ouders",12,NA,"nee","41-60 min.",5,"Ik ben niet ontevreden over mijn huidige woonsituatie maar zou graag op kamers gaan.                                                                                                                                                                      ","ja, over een  half jaar tot een jaar","wel","0","wel","0","0","0","0",10,500,"onbelangrijk","onbelangrijk","neutraal","onbelangrijk","zeer belangrijk","belangrijk","belangrijk","past volledig","past enigszins","past wel","past enigszins","past niet","man",1996,800,"Human Resource Management","                                                                                                                                                                                                                                                          ","Selected"
"174","Bij ouders",12,NA,"ja","minder dan 10 min.",7,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,NA,NA,"neutraal","neutraal","zeer onbelangrijk","belangrijk","belangrijk","neutraal","zeer onbelangrijk","past helemaal niet","past helemaal niet","past wel","past helemaal niet","past helemaal niet","man",1994,900,"Human Resource Management","                                                                                                                                                                                                                                                          ",NA
"175","Bij ouders",12,NA,"nee","21-40 min.",7,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,20,400,"belangrijk","neutraal","zeer belangrijk","zeer belangrijk","neutraal","neutraal","neutraal","past wel","past enigszins","past wel","past niet","past niet","man",1993,950,"Logistiek","nee                                                                                                                                                                                                                                                       ","Selected"
"176","Bij ouders",12,NA,"nee","10-20 min.",8,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zeer belangrijk","belangrijk","neutraal","belangrijk","belangrijk","neutraal","belangrijk","past wel","past wel","past enigszins","past enigszins","past niet","man",1997,1000,"Logistiek","                                                                                                                                                                                                                                                          ",NA
"177","Bij ouders",12,NA,"nee","41-60 min.",8,"                                                                                                                                                                                                                                                          ","ja, binnen half jaar","wel","0","wel","wel","0","0","0",14,400,"belangrijk","neutraal","onbelangrijk","onbelangrijk","belangrijk","belangrijk","belangrijk","past wel","past niet","past enigszins","past wel","past wel","man",1996,1250,"Facility Management","                                                                                                                                                                                                                                                          ","Selected"
"178","Bij ouders",12,30,"nee","61-90 min.",8,"                                                                                                                                                                                                                                                          ","ja, over meer dan 1 jaar","wel","0","0","0","0","0","0",20,400,"belangrijk","belangrijk","neutraal","zeer belangrijk","zeer belangrijk","neutraal","neutraal","past niet","past niet","past enigszins","past enigszins","past helemaal niet","man",1991,1000,"Human Resource Management","                                                                                                                                                                                                                                                          ","Selected"
"179","Bij ouders",13,NA,"nee","61-90 min.",8,"Nooit geen overlast, lekker rustig en prima naar mijn zin.                                                                                                                                                                                                ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,25,600,"zeer belangrijk","neutraal","belangrijk","neutraal","onbelangrijk","neutraal","zeer onbelangrijk","past wel","past enigszins","past niet","past wel","past wel","man",1998,200,"Logistiek","                                                                                                                                                                                                                                                          ","Selected"
"180","Bij ouders",13,NA,"nee","langer dan 90 min.",4,"de afstand is te ver                                                                                                                                                                                                                                      ","ja, over een  half jaar tot een jaar","0","0","wel","wel","wel","0","0",20,400,"zeer belangrijk","neutraal","zeer belangrijk","neutraal","zeer belangrijk","belangrijk","neutraal","past wel","past helemaal niet","past enigszins","past helemaal niet","past wel","man",1997,580,"Human Resource Management","Prima opgezette enquête, niet te lang en toch veel informatie verstrekt.                                                                                                                                                                                 ","Selected"
"181","Bij ouders",13,NA,"ja","minder dan 10 min.",9,"                                                                                                                                                                                                                                                          ","weet ik  (nog)  niet",NA,NA,NA,NA,NA,NA,NA,15,300,"belangrijk","belangrijk","neutraal","onbelangrijk","zeer belangrijk","zeer belangrijk","neutraal","past wel","past enigszins","past enigszins","past wel","past niet","man",1997,600,"Logistiek","                                                                                                                                                                                                                                                          ","Selected"
"182","Bij ouders",14,NA,"ja","10-20 min.",9,"                                                                                                                                                                                                                                                          ","ja, zeer korte termijn","0","wel","0","wel","wel","0","0",14,350,"belangrijk","belangrijk","onbelangrijk","onbelangrijk","neutraal","zeer belangrijk","onbelangrijk","past wel","past niet","past enigszins","past helemaal niet","past enigszins","man",1997,350,"Facility Management","Nee                                                                                                                                                                                                                                                       ","Selected"
"183","Bij ouders",15,NA,"nee","41-60 min.",7,"Ik vind mijn woon situatie prima, tuurlijk zijn er dingen die beter kunnen maar over het algemeen ben ik tevreden.                                                                                                                                        ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,30,250,"neutraal","zeer onbelangrijk","zeer onbelangrijk","belangrijk","belangrijk","neutraal","zeer onbelangrijk","past enigszins","past niet","past wel","past niet","past enigszins","man",1999,100,"Logistiek","Nope                                                                                                                                                                                                                                                      ","Selected"
"184","Bij ouders",15,NA,"ja","21-40 min.",9,"Hartstike tevreden, heel groot huis met ruime tuin. fijne woonplek...                                                                                                                                                                                     ","ja, over meer dan 1 jaar","wel","0","wel","wel","wel","0","wel",12,300,"belangrijk","belangrijk","belangrijk","neutraal","belangrijk","belangrijk","belangrijk","past niet","past wel","past enigszins","past wel","past wel","man",1996,100,"Logistiek","leuke en goede vragen                                                                                                                                                                                                                                     ","Selected"
"185","Bij ouders",15,NA,"nee","61-90 min.",6,"Gaat thuis prima maar ben op korte termijn wel op zoek naar een kamer.                                                                                                                                                                                    ","ja, over meer dan 1 jaar","wel","0","0","0","0","0","0",12,350,"belangrijk","neutraal","belangrijk","onbelangrijk","belangrijk","neutraal","onbelangrijk","past niet","past enigszins","past niet","past enigszins","past enigszins","man",1998,200,"Human Resource Management","nee                                                                                                                                                                                                                                                       ","Selected"
"186","Bij ouders",15,NA,"nee","41-60 min.",8,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,15,300,"neutraal","neutraal","belangrijk","belangrijk","zeer belangrijk","zeer belangrijk","zeer belangrijk","past wel","past niet","past enigszins","past helemaal niet","past wel","man",1994,300,"Facility Management","Duidelijke enquête!                                                                                                                                                                                                                                      ","Selected"
"187","Bij ouders",15,NA,"nee","21-40 min.",7,"                                                                                                                                                                                                                                                          ","ja, binnen half jaar","wel","0","wel","wel","0","0","0",15,350,"neutraal","onbelangrijk","onbelangrijk","onbelangrijk","zeer belangrijk","neutraal","belangrijk","past enigszins","past wel","past niet","past helemaal niet","past wel","man",1995,450,"Logistiek","                                                                                                                                                                                                                                                          ","Selected"
"188","Bij ouders",15,NA,"nee","41-60 min.",7,"                                                                                                                                                                                                                                                          ","ja, over een  half jaar tot een jaar","wel","0","wel","wel","0","0","0",10,NA,"belangrijk","neutraal","onbelangrijk","onbelangrijk","zeer belangrijk","belangrijk","belangrijk","past wel","past wel","past enigszins","past niet","past wel","man",1994,600,"Bedrijfskunde /MER","                                                                                                                                                                                                                                                          ",NA
"189","Bij ouders",15,NA,"nee","langer dan 90 min.",8,"                                                                                                                                                                                                                                                          ","ja, binnen half jaar","wel","0","wel","wel","0","0","0",15,350,"neutraal","onbelangrijk","neutraal","onbelangrijk","belangrijk","belangrijk","belangrijk","past wel","past enigszins","past niet","past niet","past wel","man",1995,600,"Facility Management","                                                                                                                                                                                                                                                          ","Selected"
"190","Bij ouders",15,NA,"nee","langer dan 90 min.",7,"Tevreden over de woonsituatie alleen het lange reizen naar school is minder fijn.                                                                                                                                                                         ","weet ik  (nog)  niet",NA,NA,NA,NA,NA,NA,NA,12,420,"belangrijk","onbelangrijk","neutraal","zeer onbelangrijk","neutraal","belangrijk","belangrijk","past enigszins","past enigszins","past wel","past wel","past volledig","man",1998,650,"Facility Management","Het duurde wat langer omdat de enquête tussendoor een keer vastliep en ik daarom opnieuw moest beginnen.                                                                                                                                                 ","Selected"
"191","Bij ouders",15,180,"nee","61-90 min.",10,"                                                                                                                                                                                                                                                          ","ja, over een  half jaar tot een jaar","wel","0","0","0","0","0","0",14,450,"belangrijk","neutraal","neutraal","neutraal","zeer belangrijk","neutraal","onbelangrijk","past wel","past enigszins","past wel","past niet","past volledig","man",1992,1100,"Bedrijfskunde /MER","-                                                                                                                                                                                                                                                         ","Selected"
"192","Bij ouders",15,300,"nee","langer dan 90 min.",7,"                                                                                                                                                                                                                                                          ","ja, over meer dan 1 jaar","wel","0","0","0","0","0","0",12,500,"neutraal","neutraal","belangrijk","zeer belangrijk","belangrijk","belangrijk","onbelangrijk","past niet","past wel","past volledig","past niet","past helemaal niet","man",1991,1000,"Facility Management","                                                                                                                                                                                                                                                          ","Selected"
"193","Bij ouders",16,NA,"nee","21-40 min.",8,"                                                                                                                                                                                                                                                          ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,16,200,"onbelangrijk","neutraal","belangrijk","zeer belangrijk","zeer belangrijk","neutraal","neutraal","past wel","past wel","past helemaal niet","past wel","past wel","man",1994,350,"Bedrijfskunde /MER","ik wil niet in een flat wonen, doe mij maar vrijstaand                                                                                                                                                                                                    ","Selected"
"194","Bij ouders",16,NA,"nee","41-60 min.",8,"ik vind thuis wonen wel fijn, maar het kan altijd beter.                                                                                                                                                                                                  ","nee, voorlopig niet van pan",NA,NA,NA,NA,NA,NA,NA,12,340,"belangrijk","neutraal","belangrijk","neutraal","belangrijk","belangrijk","belangrijk","past enigszins","past niet","past enigszins","past niet","past wel","man",1997,360,"Logistiek","was een duidelijke enquete                                                                                                                                                                                                                                ","Selected"
"195","Bij ouders",16,NA,"ja","41-60 min.",8,"                                                                                                                                                                                                                                                          ","ja, over meer dan 1 jaar","wel","0","0","0","0","0","0",15,700,"neutraal","neutraal","belangrijk","neutraal","belangrijk","onbelangrijk","onbelangrijk","past enigszins","past wel","past niet","past wel","past wel","man",1997,600,"Bedrijfskunde /MER","Nee                                                                                                                                                                                                                                                       ","Selected"
